pinyin,counts,zi
qie4,101,㓶㗫㛍㛙㤲㥦㰤㰰㰼㹤㼤㾀㾜䈉䞣䟙䤿䫔倢切匧厒唼喋嗛契妾婕帹怯悏惬愜慊挈捷朅椄沏洯淁渫漆猰疌砌稧穕窃竊笡箧篋籡緁蕺藒蛣蛪詧趄跙踥輵郄鍥鐑锲魥鯜鰈𠁠𠩂𠲵𡂠𡐤𡔣𡝍𢍆𢲶𢺅𣠺𤴼𤷾𥪵𥿚𦆍𦼰𦿋𧑨𧚨𧚪𧫕𧻘𧻧𨄊𨉪𨖰𩣴𪑗𪙌
qin1,37,㓎㾣䃢䜷䵖亲侵儭唚媇寴嵚嶔梫欽浸滲綅菳衾親誛鋟钦頜顉駸骎鮼𡵑𣆲𣢐𣨠𤥓𥍯𧡘𧯃
qin2,79,㕂㕋㘦㢙㩒㪁㮗㱽䃡䔷䦦䰼勤嗪噙埁埐堇墐嫀嶜庈廑忴慬懃懄扲捦擒斳槿橬檎溱澿珡琴琹瘽矜禽秦耹肣芩芹菦菳蓁蘄蚙螓蠄覃鈂鈙鈫雂靲鬵鳹鵭𠓿𠘅𣜣𣪄𤚩𤴽𥎊𥎡𥘋𥱧𨙽𨛣𨾰𩎖𪒭𪒯
qin3,30,㓎㝲㾛䫬侵坅寑寝寢昑梫笉螼赺赾鋟锓𠔎𠻨𡫧𢫲𤙋𤿳𥵧𦯈𧼒𧾏𩓒𩔟𪙟
qin4,35,㓎㞬㤈䈜儭吢吣唚寴抋揿搇撳櫬欽沁瀙臤菣藽衿鈊顩𠖶𠜘𠦎𡹢𢱶𣖯𣨠𤵂𦧋𩂈𩐙𩔝
qing1,39,䨝倾傾卿圊埥寈廎慶氢氫淸清漀綪蜻軽輕轻郬鑋靑青靘頃鯖鲭鶄𠑴𠨍𣫨𥃟𧕙𨆪𨓷𨻺𩑭𩗼𪏅
qing2,31,㯳䝼䞍䲔剠勍啨夝情擎擏晴暒棾樈檠殑氰甠精葝請鯨黥𣩜𧖪𩷏𩽡𪄈
qing3,25,㩩㷫䔛䯧傾庼廎檾涇漀磬綮苘莔請謦请頃顷𠗝𡄇𡲀𢹃𩒵𩔥
qing4,36,㵾䂩䋜䡖䯧亲倩儬凊声庆廎慶掅櫦殸清渹濪硜碃磬箐綮罄胜親請謦輕靘𡄔𤭩𥱨𩇝𩇟
qing5,1,硘
qiong1,7,穹芎跫銎鞠𥑎𨉫
qiong2,83,㑋㒌㝁㧭㮪㷀㼇䁚䃔䅃䆳䊄䓖䛪䠻儝卭嬛宆惸憌桏橩焪焭煢熍琁琼璚瓊瓗睘瞏穷穹窮竆笻筇舼茕藑藭蛩蛬赹跫邛銎𠊫𠌖𠤊𡊼𡞦𡦃𡸕𡺺𢞏𢶇𣇬𣋶𣑦𣜧𤢶𤤑𤤶𥑱𥨪𥳎𦦧𦨰𦭭𦾵𨀯𨍶𩑓𩢽𩨯𩬛𩬰𪀛
qiong4,2,𢮍𣶆
qiu1,60,㐀㚱㳋䆋䐐䠓䨂䱸䲡丘丠區坵媝恘惆楸橚櫹湫秋秌穐篍緧萩蓲蘒蚯蝵蟗蠤趥遒邱邺鞦鞧鰌鰍鱃鳅鶖鹙龜龝龟𠀉𠰋𡊣𥔻𥫷𧇸𧏋𧲰𨍊𩵰𪍗𪚺
qiu2,113,㐤㕤㛏㞗㟈㤹㥢㧨㭝㷕㺩㺫䊵䎿䜪䟵䣇䤛仇俅厹叴唒囚团崷巯巰扏捄朹梂殏毬氽氿求汓泅浗渞湭煪牫犰玌球璆皳盚紌絿肍艽莍虬虯蛷蝤裘觓觩訄訅賕赇趜逎逑遒酋醔釓釚釻銶馗鮂鯄鰽鳩鼽𠗈𡲚𢈝𢘄𢛃𢦎𣧝𣭳𤕾𤞰𥥽𥭑𦬖𦰪𦵩𧔭𧣕𧤕𧳫𧺤𧻱𨒊𨟽𨱇𨲒𨺧𩒮𩔕𩗕𩵍𩾁
qiu3,8,䊆䞭搝糗𦦄𧻁𩈸𩝠
qiu4,7,䟬䠗愀踆𧼭𨕦𪖛
quan1,24,㒽䌯卷圈圏奍峑弮恮悛桊棬腃酄鐉駩𠛮𡈉𥁠𥁸𦋓𨟠𨩸𩧴
quan2,99,㒰㟫䀬䌯䑏䟒䠰佺全卷啳圈埢姾婘孉巏惓拳拴捲搼权栓棬楾槫権權泉洤湶灥牷犈狋獾瑔痊矔硂筌純絟縓腃荃葲蜷蠸觠詮謜譔诠跧踡輇辁醛銓铨闎顴颧騡鬈鰁鳈鸛齤𠤹𠥙𡇮𡙅𡙐𡰝𡴔𡺟𢎠𢑆𢫔𣍴𤜍𤥷𤬠𤷄𥁠𥤊𦏮𦓰𧈾𧍭𨛈𨜩𩓫𩘘𩜬𪈻
quan3,20,䅚䊎圳汱烇犬犭甽畎綣绻虇𡿨𢔑𣸋𤰝𥹳𦨚𧸾𪐂
quan4,12,䄐串券劝勧勸灥牶韏𢍕𦍅𨨗
quan5,1,椦
que1,13,決炔缺蒛蚗闕阙𥆸𥗮𧎯𩨭𩨷𩫠
que2,1,瘸
que4,90,㕁㩁㰌㱋㱿㲉㴶㹱㾡䇎䍳䐨䟩䦬䧿䲵傕却卻埆塙墧屈崅悫愨慤搉攉敠榷汋燩猎琷皵硞确碏確碻礐礭舄芍觳趞踖闋闕阕阙隺雀鳥鵲鹊𠞗𡇱𡉉𢔱𢠬𣖫𣛵𣤇𣪹𤡯𤣅𤷽𤿋𤿩𤿵𥀎𥕹𥗙𥜵𥩢𧢩𧢭𨞩𨟠𨢜𨴊𨴒𨵗𩤈𪏈𪏨𪖀𬒈
qun1,16,㟒囷夋峮歏箘踆輑逡遁𡈀𢛕𦽖𧼐𩎗𩤁
qun2,16,㪊㿏䊎䭽宭帬羣群裙裠麇麕𣀄𤛭𤸷𨞗
qun3,2,蹲𦃢
qu1,108,㘗㠊㭕㸖㻃䈌䒧䒼䓚䓛䕮䖦䗇䢗䧢伹佉匤区區去取坥屈岖岨岴嶇怚憈抾敺曲毆浀焌祛筁粬紶組胠脥蛆蛐袪覰覻觑詘誳诎趋趍趜趣趨跙躯軀镼阹鞠鞫駆駈騶驅驱髷魼鰸鱋鶌麯麴麹黢𡱅𡳆𢌷𢴮𢼰𣮈𥬔𥶶𥺷𥽧𦛕𦛱𦸶𧌑𧐅𧠢𧾶𨃘𨄅𨊘𨧱𨱊𨸟𩍔𩖷𩣹𩪍𪌬𪛃𪨰
qu2,120,㖆㜹㣄㩴㯫㲒㲘㽛䂂䆽䋧䝣䞤䟊䢹䵶佢劬句巨忂戵斪朐枸欋氍淭渠灈璖璩癯瞿磲籧絇翑翵胊臞菃葋蕖蘧蚼螶蟝蠷蠼衐衢躣軥遽鉤鐻鑺鮈鴝鸜鸲鼩𠍲𠏛𠣪𡡥𡱺𡲰𢂁𢌄𢎖𢦌𣖪𣭳𣯸𣰋𣰠𣰡𣰻𤢓𤨎𥃔𥗫𥧻𦄽𦐛𦔬𦕙𦣒𦼫𧄒𧊛𧕎𧗪𧝔𧲵𧾱𨎶𨐣𨞙𨞳𨼫𨼽𩇐𩉿𩢳𩧘𩴹𩵅𩽩𩿥𩿩𪀊𪁖𪄊𪆂𪉌𪌆𪍸
qu3,22,㾀䞤䶚取娶弆曲竘竬紶苣蝺詓跔齲龋𡟥𤖬𦗛𧉧𨓭𪋄
qu4,33,㜘㧁㫢㰦䁦䒧䠐刞厺去呿唟欪耝蜡覰覷覻觑誇趣趨跼閴闃阒麮鼁𠇯𡳆𤙏𧻃𩿟
qu5,2,戌迲
ran2,38,㜣㲯㸐㾆䑙䔳䕼䖄䫇䳿呥嘫柟然燃繎肰蚦蚺衻袇袡髥髯𠊌𠤀𠯍𡖝𢓒𣰦𤙼𤡮𤱋𥳚𦫉𪓘𪓚𪚮
ran3,32,㒄㚩㜣㦓㿵䎃䒣䣸䤡冄冉姌媣染橪熯珃苒蒅蹨𠱞𡜉𡜫𤲗𥀫𥀭𥬕𨹌𩃵𩢡𩧬𩶎
ran4,3,𡜉𥣹𥣺
rang1,1,嚷
rang2,20,䉴儴勷孃瀼獽瓤禳穣穰蘘躟鑲鬤𣰶𤬥𤰂𧟄𨟚𩆶
rang3,15,䑋嚷壌壤忀攘爙穰纕蠰𢐿𣩽𤅑𥗝𨏛
rang4,7,懹攘欀瀼譲讓让
rao2,12,㹛娆嬈桡橈犪荛蕘襓饒饶𦪛
rao3,13,㑱娆嬈扰擾繚繞绕隢𠒸𡈦𧳨𨇄
rao4,6,撓穘繞绕蟯遶
re2,2,捼若
re3,5,喏惹若𢞇𧧏
re4,11,㳧偌渃热焫熱若蹃𤑄𧧏𩭿
ren2,23,䌾䚾䛘人亻仁任儿壬妊忈忎朲秂芢鈓銋魜鵀𡰥𢇦𦏀𧥷
ren3,21,㣼㲽䭃忍栠栣棯涊秹稔綛荏荵菍躵銋𠲏𢆉𦬄𩑉𩠈
ren4,55,㠴㶵㸾䀔䀼䇮䋕䏕仞仭任刃刄妊姙屻岃忍恁扨杒梕牣祍紉紝絍纫纴肕腍葚衽袵訒認认讱軔轫釰靭靱韌韧飪餁饪𠯄𣅉𦍌𧴬𨉃𩵕𪔺
reng1,3,戎扔𢫨
reng2,19,㭁㺱䄧䚮仍礽穰耳艿辸陾𠧟𠮨𠯷𠯹𣗐𥾋𧹈𨸐
reng4,3,扔艿芿
ri4,14,䒤囸日氜釰鈤馹驲𠟅𡆸𡈎𡉭𤝍𦨙
rong1,1,茸
rong2,85,㘇㝐㣑㭜㲓㲨㺎㼸䇀䇯䈶䘬䠜䡆䡥䤊䩸傛媶嫆嬫容峵嵘嵤嶸巆戎搈搑曧栄榕榮榵毧氄溶瀜烿熔爃狨瑢穁絨縙绒羢肜茙茸荣蓉蝾融螎蠑褣軵鎔镕頌駥髶𠞕𠹍𣮪𣯏𣯐𥎂𥑳𥨳𥬪𥼬𦗋𦗨𧎣𨉴𨉷𨲟𩍉𩎂𩮠𪃾
rong3,47,㲝䄾䠜䢇䩸傇冗坈宂氄縙縟茸軵隔𠰽𡊫𡊸𡖢𡦼𡫦𡭋𢐿𢦿𢫨𣭲𣯍𣯏𣰇𣲽𤘺𤘻𥎜𦔋𦶇𧉡𨋠𨌣𨍅𨍷𨒆𩒷𩚗𩼅𪕁𪕎𪗴
rong4,2,縙𠌚
rong5,1,穃
rou2,33,㽥䐓䧷䰆厹媃揉柔渘煣瑈瓇禸粈糅腬葇蝚蹂輮鍒鑐鞣騥髳鰇鶔𠠐𢘅𥠊𦍭𨛶𪑶
rou3,8,楺煣葇蹂輮韖𡗑𢔟
rou4,7,㖻䏔宍楺肉腬莥
ru2,70,㐵㨎㾒䋈䞕䰰侞偄儒吺咮嚅如嬬孺帤挐曘桇檽洳渪溽濡燸獳筎繻臑茹蒘蕠薷蝡蠕袽襦邚醹銣鑐铷需顬颥鱬鴑鴽𠟺𠤦𡄲𡜚𡥶𣖹𣚐𣭠𣽈𣽉𤡤𥙦𥞚𦤊𦭰𦳾𦷸𧊟𨚴𩄋𩶯𩸐
ru3,17,㳶㼋乳女擩汝肗辱鄏𡈴𡜃𡫽𡮚𨨜𩍥𪏮𪑾
ru4,24,㦺㹘㾒䄾入嗕媷扖擩月杁洳溽縟缛肉蓐褥鳰𢖵𢛚𣯋𩱨𩶫
ru5,1,嶿
rua2,1,挼
ruan2,11,㧫䙇堧壖撋擩𢱾𣽈𣽳𤲬𥈇
ruan3,45,㓴㮕㼱㽭䆓䎡䓴䞂䪭偄媆朊檽濡燸瑌瓀碝礝緛耎腝蝡軟輭软阮需𠟺𠤦𢘧𢡵𣃅𣡗𤧠𥊶𥎀𥎘𥩗𥯬𦶇𦺾𨋚𨒩𩏈
ruan4,4,緛𨨰𨪳𨬔
rui2,15,㧫㮃䅑䬐婑撋桵甤綏緌苼蕤踒𣬘𦼆
rui3,11,惢橤繠蕊蕋蘂蘃𡯒𣛚𥳝𧄜
rui4,34,㓹㢻㨅㪫㲊䂱䄲䇤䌼䓲䜭兑内叡壡抐枘棁汭瑞睿笍芮蚋蜹鈉銳鋭鏸锐𢣳𨧨𨳙𪏩
run2,4,撋瞤𥆧𩀋
run3,1,𠷀
run4,12,㠈䏰䦞橍润潤膶閏閠闰𨳝𨷎
ruo2,3,挼捼撋
ruo4,29,䐞䚥偌叒婼嵶弱惹楉渃溺焫爇箬篛芮若蒻鄀鰙鰯鶸𢜪𤍽𤣼𦩸𧃪𨀝𨴚
sa1,7,仨挱挲撒𠬙𣬬𥋌
sa3,15,撒攃洒潵灑纚訯躠靸鞈𡄳𥸗𨐖𩎕𩨞
sa4,60,㒎㚫㪪㽂䊛䑥䙣䛽䬃卅摋檫櫒殺泧脎萨蔡薩虄訯趿鈒鎝鏾钑隡霅颯飒馺𠎷𠦃𠱡𠿓𡐥𡒁𢓔𢕬𢫬𢶍𢻨𣀯𣘤𣜂𥵯𥻦𦠿𦻅𦼧𧀕𧭝𨃛𨆂𨷆𩆅𩐅𩗉𩗞𩣞
sa5,1,𠮿
sai1,17,㩙䚡䰄嘥噻塞思愢揌毢毸腮顋鰓鳃𡨄𪃄
sai3,3,㗷㘔䈢
sai4,8,僿嗮塞簺賽赛𡬉𦞫
san1,23,䈀三厁叁參弎散毵毶毿犙糝蔘謲鬖𢁘𣀫𣬛𦙱𦙸𧱆𧽾𩯑
san3,33,㧲䉈䊉䫩仐伞傘傪參散糁糂糝糣糤繖蔘鏒鏾霰饊馓𡙘𢕕𥊀𥒬𦷻𦺻𩀲𩀼𩜱𩞀𩨡
san4,17,㤾㪔㪚䫅俕帴悷散潵閐鬖𢕕𣀧𣮠𦡨𧗋𨸃
san5,3,壭橵𠮿
sang1,14,䘮丧喪桑桒槡纕𡠏𦅇𧍨𨢆𩐷𩦌𪔬
sang3,15,䡦䫙嗓搡磉褬鎟顙颡𡕏𣞙𤸯𥔫𦟄𩺞
sang4,5,䘮丧喪𣉕𣊝
sao1,42,㥰㺐㺑䑹哨慅懆掻搔橾溞縿繅繰缫缲臊螦鄵颾騒騷骚鰠鰺鱢鳋𠋺𢔳𣉔𣔱𤠘𤢖𥰱𦏛𦞣𧂩𧖠𨪊𩙈𩙰𩮚
sao3,9,㛮䕅埽嫂扫掃騷𦺋𦾘
sao4,29,㲧㿋䐹哨埽懆扫掃搔梢氉燥瘙矂臊鐰髞𢜶𢠡𢤁𢮞𣰕𦕏𦟄𧑫𨃣𨧪𩫦𪍻
se1,1,閪
se4,96,㒊㥶㮦㱇㴔㻭㾊䉢䊂䔼䨛啬嗇塞寨廧愬懎拺擌栜槭歮歰泣洓涩渋溹漬澀澁濇濏瀒琗瑟璱瘷穑穡穯粣繬色薔虩譅轖鉍銫鎍鎩鏼铯闟雭飋𠎸𠟦𠟩𠢳𠵭𠽼𠿗𡫟𡵶𢀋𢃢𢡉𢱢𣚟𣽤𤁧𤖗𤛷𤾿𥈽𥱁𥷹𥻨𦆄𦐅𧈈𧒓𧒗𧨷𨆙𩃑𩄜𩇣𩊯𩍙𩏫𩕡𩰙
sen1,10,㜗傪摻森椮槮滲襂𣟹𧂅
sen3,2,洒𩕌
seng1,3,䒏僧鬙
seng4,1,𡬙
sha1,66,㠺㲚㸺䤬乷刹剎唦挱挲摋杀杉桬榝樧殺毮沙煞猀痧砂硰粆紗纱莎蔱裟賒鎩铩閷魦鯊鯋鲨𠄒𡺧𢅑𢩖𢫬𢶌𢼵𣉜𣛶𣡽𣲓𣲡𣶤𣻑𤍁𤑣𦀛𦕉𦭉𦱵𧋊𧜁𨪍𩊮𩮫𩵮𪄅𪌮
sha2,1,啥
sha3,3,傻儍𧫝
sha4,55,㛼㬠㰱㰼㵤䈉䝊䬊倽厦哈唼啑啥喢嗄噎帹廈接攝歃歰沙濈煞箑翜翣菨萐閯霅霎𠍽𠚺𢇗𢔣𣓉𣣮𣣺𤟃𥈊𥯦𦔯𦔰𦩿𦾚𧏫𧚨𧲌𧳛𧻵𨖷𨘉
sha5,1,繌
shai1,9,㩄㴓筛篩簁簛諰酾釃
shai3,5,摋繺色𢄌𧜁
shai4,14,㬠䵘攦晒曬殺閷𠱡𣻑𧜁𨢦𩂃𩂝𩴇
shan1,83,㰑㺑䀐䘰䩔䪌删刪剼嘇圸埏姍姗山幓彡扇挻搧摻杉柵栅檆櫼潸澘烻煔煽狦猭珊痁穇笘縿纔羴羶脠膻舢芟苫葠蔪衫襂襳跚軕邓邖釤钐閊顫髟鯅𣆴𣖉𣧺𣬛𣲀𤢖𥊀𦎞𦏂𦳫𦺭𧛄𧛡𧲾𨁆𨏪𨝩𨝵𩁺𩌰𪑃
shan2,1,𧨾
shan3,41,㚒㨛㨻㪎㴸㶒㺑䁴䠾掺摻晱炶煔熌睒覢閃閄闪陕陝顃鿃𠿞𡟨𢒉𢒹𢿈𣪶𤇄𤊼𥄘𥈚𧀵𧧵𧴭𨹈𨹊𩆤𩆫
shan4,102,㣌㣣㨛㪨㯆㺑䄠䚲䡪䥇䦂䦅䱇䱉䴮傓僐僤儃儋剡单善單墠墡壇嬗嶦扇掞掸撣擅擔攙敾椫樿檀歚汕潬澹灗疝磰禅禪笧繕缮膳苫蟬蟮蟺訕謆譱讪贍赡赸鄯釤銏鐥钐饍騸骟鱓鱔鱣鳝𠚹𠫹𢕻𢩢𢫔𣓒𣩧𤀤𤮜𤺪𥔱𥰢𥸣𦍸𦘹𦶋𧎥𧭽𧷶𩟋𩦐𪍶𫮃
shang1,34,䵰䵼伤傷商場塲墒愓慯殇殤汤湯滳漡熵禓蔏螪觞觴謪踼鬺𠼬𤎘𤳈𤵼𥏫𧶜𨢩𨶼𪄲
shang3,15,䬕上垧埫扄晌曏賞贘赏鑜𧡮𧶜𩞃𩞧
shang4,12,䟫丄上尙尚恦緔绱蠰鞝𤔚𤵼
shang5,1,裳
shao1,37,䈰䈾䔠娋弰捎旓梢溲烧焼燒稍筲綃艄莦萷蕱蛸裢輎鞘韒颵髾鮹𠷃𡡏𢼼𥙬𥳓𦄏𦓴𨱭𨲆𩬏
shao2,15,㲈㸛佋勺招杓柖玿芍苕韶𢦽𤱠𦯐𨊢
shao3,13,㪢䒚䔠少捎搜髾𢾐𥵦𦿃𧣪𨈘𨙹
shao4,36,㷹䏴䙼䬰佋削劭卲召哨娋少捎柖梢潲燒燿睄稍笤紹綤绍艄袑邵髾𠣫𠧙𤉎𦓴𦡱𧣪𧳹𨛍
she1,16,奓奢檨猞畬畲賒賖赊輋𠾏𡄢𥿞𨣍𩩗𪨶
she2,31,㓭㵃䞌佘折抴揲碟磼舌虵蛇蛞蛥邪鉈鍦闍阇鞨𠋞𢶅𣸚𤜣𥝀𥰰𦯬𦴍𦼢𧉮𧵳
she3,4,䬷捨舍𢉃
she4,66,㢵㤴㴇䀅䀹䄕䜓䠶䤮䬦厍厙射弽慑慴懾拾挕摂摄摵攝欇歙涉涻渉滠灄睫社聶舍舎葉蔎蠂設设赦韘騇麝𠪣𠴯𢗭𣝒𣠞𣣭𤙱𤠭𤺔𥁹𥍉𥔡𥘦𦁗𧌖𧮿𨛭𨝫𩂨𩂴𩙝𩮐
shei2,2,誰谁
shen1,98,㑗㕥㜪㮱䅸䯂伸侁信兟参參呻堔妽姺娠嫀屾峷幓扟抻搷敒曑柛棽氠深燊珅甡甧申眒砷神穼籶籸糁糝紳綝绅罙胂莘葠蓡蔘薓裑訷詵诜身鉮震駪鯓鯵鰺鲹鵢𠃫𠻝𡖬𢈯𢏎𢘊𣃵𣇗𣔗𣘘𣘲𤶴𥆣𥥍𥥿𥳱𥸬𦐹𦜊𦸂𦸯𦺷𧢹𨊘𨐍𨐔𨐕𨝐𨞲𩉼𩺵𬳽
shen2,9,䰠什榊甚神鉮鰰𤕊𬬹
shen3,47,㚞㚨㰂㶒㾕吲哂嘇婶嬸审宷審弞抌曋棯槮沈淰渖瀋瞫矤矧覾訠諗讅谂谉邥頣魫鯅𠘆𡼬𢈇𢊲𢏦𢸙𣿇𤏗𥏖𥬐𧀯𩶇
shen4,41,㥲㰮㵕䆦䫖䰼侺愼慎昚椹涁渗湛滲甚瘆瘮眘瞋祳罧肾胂脤腎葚蜃蜄鋠黮𠂧𠗿𢊖𥥍𦌀𦕽𦜜𧵬𨴐𩅨
sheng1,46,㱡䲼䴤升呏声姓斘昇曻枡栍殅殸泩湦焺牲狌珄生甥竔笙聲胜苼鉎鍟阩陞陹鵿鼪𠇷𠴢𢦑𣢡𣬺𤚣𥘥𥟎𦖞𧿘𨁠𨕻
sheng2,11,䱆憴渑澠縄繩绳譝鱦𦩱𩍋
sheng3,21,㗂㮐㼳㾪䁞䚇䪿偗冼渻省眚箵𡞞𡨽𦔄𦳗𧍖𨜜𨲓𨵥
sheng4,39,㹌㼩䎴䞉丞乘剩剰勝圣垩墭娍媵嵊晟晠椉榺橳琞甸盛繩聖胜蕂貹賸𠓸𠓽𤯡𦕡𦛙𧡶𧪝𨚱𨲉𪅻
shi1,88,䌤䌳䏉䗐䙾䴓厔呞嘘失尸屍师師施浉湤湿溮溼濕灑狮獅瑡箷篩絁葹蒒蓍虱蝨褷襹訑詩诗邿酾釃釶鉇鉈鍦魳鯴鰤鲺鳲鳾鶳鸤𠇳𠓤𠷇𡂓𡟕𡠋𢀕𢧏𢺿𢻫𢼉𢼊𣁒𣤘𤹌𥍸𥛨𥜰𦌿𦒈𧍀𧕯𧜂𧠜𧠡𧩹𩒂𩙢𩥐𩬭𪀔𪓻𪓿𫚕
shi2,74,㖷㫑㵓䂖䄷䈕䖨䦹䲽䶡乭什十埘堤塒姼实実宲寔實峕嵵拾提时旹時榯汁湜溡炻石示祏竍莳蒔蚀蝕識识辻遈鉐食飠饣鮖鰣鲥鼫鼭𠥿𠩔𠯰𠰴𡀗𡚼𡫵𡺔𢨝𢻘𣏚𣧚𤸤𥇲𥐘𦔂𧄹𨙩𪊢
shi3,42,㕜㢁㹬㹷䂠䒨乨使兘史始宩屎彖斯施榁狶痑矢笶豕鉂駛驶𠘪𡰯𡱁𡶈𢁓𢏯𣆘𥑏𦰯𦳊𧥖𧳅𨴯𩭐𩰢𪊢𪗧
shi4,198,㒾㔺㱁㳏㸷㹝䁺䊓䏡䛈䜴䟗䤭䤱䦙䩃䭄䰄世丗亊事仕似侍冟势勢卋叓呩咶唑啇嗜噬埶士奭媞嬕室寺屍峙崼市式弑弒徥忕忯恀恃惿戺拭挈揓是昰枾柹柿栻楴檡殖殺氏沶液澤澨烒煶狧畤眂眎眡睗示礻秲筮簭繹耆肢舍舐舓莳蒔螫褆襫視视觢試誓諟諡謚識识试谥豉貰贳赫跩踶軾轼适逝遞適遰遾郝醳釈释釋鈰鉃鉽銴鍉鎩铈飭飾餙餝饰馶鰘齛𠀍𠁗𠡥𠫺𠰚𡅵𡉸𡣪𡷈𢂑𢃰𢝬𢟯𣚌𣬐𤆰𤉏𤑦𤖻𤜣𤢼𤯄𤯜𥅔𥅞𥥥𥫴𥰰𥼶𥿅𥿮𦔥𦚨𦿇𧊖𧋒𧝊𧞲𧧅𧳅𧵋𧻸𨒍𨒧𨟂𨱡𨸝𨽄𩋡𩗎𩛌𩛏𬤊
shi5,6,佦匙殖篒籂𥫽
shou1,9,㧃収收敊𠈅𤙘𤚔𤱜𥅪
shou2,1,熟
shou3,17,㝊䭭垨守手掱艏首𡧕𡭮𥅷𥾹𦣻𧵃𩠦𩠶
shou4,42,㖟㥅䛵兽受售嘼壽夀守寿授涭濤狩獣獸痩瘦綬绶膄醻鏉𠱔𠷃𠷎𡬳𣒻𥙰𥨝𧈙𧌅𧚯𧜃𧤙𧯼𨛶𨞪𨱒𩴍𪈀
shou5,1,扌
shu1,97,㑐㓱㡏㸡㼡䇬䨹䩱䱙书俆俶倏倐儵兪叔姝娶尗忬悆抒捈掓揄摅攄書朱杸枢梳樞橾殊殳毹毺氀淑瀭焂瑹疋疎疏紓紵綀纾翛舒荼菽蔬豫跾踈軗輸输透鄃陎除鮛鵨𠘧𠙎𡧔𢞣𣉛𣰿𤕟𤱐𤴙𥳕𥿇𦈌𦈷𦍄𦐣𦤂𦶕𦺗𧊠𧠣𨁀𨐅𨛭𩛅𩪍𩳅𩷌𩾈𪅰
shu2,26,㒔㯮䃞䴰售塾婌孎孰尗术熟璹秫蒣蠾贖赎𡒒𡦛𢧇𣤯𧇝𨶝𨷙𩢻
shu3,46,㻿䑕䝪䞖䟉属屬数數暏暑曙潻癙稌籔糬署蔬薥薯藪藷蜀蠴襡襩鐲鱪鱰黍鼠鼡𡤽𡱆𢋂𣀻𤻃𥍝𥣋𦺪𧁿𧄔𧑓𧒑𨽉
shu4,98,㛸㜐㡏㣽㫹㲓㵂㶖㷂㽰㾁䉀䘤䜹䝂䠼䢞䢤䩱侸俞兪咰嗽墅尌庶庻怷恕戍捒数數朮术束杼树樹沭涑漱潄潏澍濖竖竪絉腧荗蒁虪術裋謶豎贖輸述野鉥錰鏣隃鶐鷸𠊪𠐊𠦜𠲌𠾢𡂡𡊍𡑀𡔪𡣈𢠫𣏗𣻚𤍓𤗪𤘷𤞉𥌚𥞃𦒶𦠦𧗱𧞀𧞫𧼯𨅒𨔦𪌶𪐧𬬸
shua1,6,㕞刷唰涮選𠛚
shua3,5,耍𤔙𩈥𩉆𩤤
shua4,3,刷唆誜
shuai1,9,㲤摔綏縗衰𤠠𤸬𤺀𨄮
shuai3,1,甩
shuai4,17,䢦卛帅帥率蟀𠌭𠞩𢕅𢕑𣘚𣼧𤀤𧍓𧗿𧜠𩘱
shuan1,8,拴栓閂闩𢩠𣔫𣟴𣠸
shuan4,16,䧠專栓槫汕涮腨踹𡭐𢮛𤅲𦁆𦝏𦺲𨄔𨏉
shuang1,30,㕠䉶䌮䝄䨥双孀孇欆泷瀧爽礵艭雙霜騻驦骦鷞鸘鹴𧄐𧕟𧕺𨇯𩅪𩆿𩦌𩽧
shuang3,20,㼽䔪䗮䫪傱塽慡樉漺爽縔鏯鷞𠗾𡑽𥡠𥱶𦄍𦆌𧴅
shuang4,5,㦼淙灀𥲚𧕺
shui2,4,脽誰谁𧀣
shui3,8,水氺𡯑𡱊𢏅𤆙𥫸𦙙
shui4,26,㥨㽷䬽䭨䳠娷帨捝涗涚睡瞓祱稅税裞説说𠻜𢇤𥌘𦣢𨓚𨿠𩟥𩩞
shui5,2,氵閖
shun3,6,䐏吮楯盾輴𨺠
shun4,20,㥧䀢䀵䑞䴄俊巛巡恂橓眴瞚瞤瞬舜蕣順顺鬊𨝜
shuo1,5,哾說説说𧋊
shuo2,1,杓
shuo4,54,㮶䀥䁻䈾䌃䔠勺嗍嗽妁揱搠数數朔槊欶汋洬溯濯烁燿爍獡療矟硕碩箾萷蒴藥銏鎙鑠铄𠲾𠲿𣀝𣝇𣷥𣸛𣻘𤄶𤡯𤢴𥌞𦂗𦃗𦋞𨨺𩟧𪎒
si1,108,㟃㠼㴲㺇㺨㽄䇁䔮䡳䫢䲉丝俬偲傂凘厮厶司咝嘶噝媤廝徙思恖愢撕斯析楒榹泀澌燍磃禗禠私簛籭糸糹絲緦纟缌罳菥蕬虒蛳蜤螄螔蟖蟴謕鉰銯鋖鍶鐁锶颸飔騦鷉鷥鸶麗鼶𠀓𠖓𡡒𢈶𢊀𢛥𢠹𢦲𣂖𣚄𤆟𤣵𤺊𥄶𥐀𥕶𥝠𥠱𥯨𦇲𦇵𦭡𦮺𦸷𦽕𧀚𧝤𨮭𩅰𩆵𩺛𪆁𪆗𪕳𪖉
si2,2,𦔌𧬊
si3,4,偲愢死𣣑
